year,supplier,recipient,tiv
2025,Finland,Ukraine,14.7
2025,France,Angola,37.0
2025,France,Bangladesh,26.0
2025,France,Belgium,109.0
2025,France,Benin,0.4
2025,France,Brazil,355.12
2025,France,Bulgaria,9.8
2025,France,Chile,13.5
2025,France,China,56.25
2025,France,Croatia,114.25
2025,France,Denmark,4.0
2025,France,Ecuador,16.0
2025,France,Egypt,643.0
2025,France,Estonia,26.2
2025,France,Finland,10.0
2025,France,Germany,7.0
2025,France,Greece,419.75
2025,France,Hungary,32.0
2025,France,India,476.27
2025,France,Indonesia,180.0
2025,France,Iraq,48.0
2025,France,Italy,42.0
2025,France,Kazakhstan,13.0
2025,France,NATO**,98.0
2025,France,Nigeria,17.76
2025,France,Philippines,30.0
2025,France,Qatar,46.5
2025,France,Saudi Arabia,35.0
2025,France,Serbia,40.0
2025,France,South Korea,2.0
2025,France,Spain,14.0
2025,France,Ukraine,190.08
2025,France,United Arab Emirates,177.0
2025,France,United States,78.0
2025,Germany,Algeria,48.0
2025,Germany,Australia,115.58
2025,Germany,Brazil,1.0
2025,Germany,Bulgaria,182.25
2025,Germany,Canada,8.0
2025,Germany,China,42.0
2025,Germany,Cyprus,19.5
2025,Germany,Czechia,19.2
2025,Germany,France,20.8
2025,Germany,Greece,28.6
2025,Germany,Hungary,162.15
2025,Germany,India,24.48
2025,Germany,Indonesia,28.0
2025,Germany,Israel,35.75
2025,Germany,Japan,15.0
2025,Germany,Montenegro,0.7
2025,Germany,Norway,10.370000000000001
2025,Germany,Pakistan,3.0
2025,Germany,Peru,0.48
2025,Germany,Philippines,30.33
2025,Germany,Poland,18.29
2025,Germany,Qatar,10.2
2025,Germany,Romania,0.32
2025,Germany,Serbia,13.0
2025,Germany,Singapore,4.4
2025,Germany,Spain,33.46
2025,Germany,Sweden,1.2
2025,Germany,Turkiye,275.0
2025,Germany,Ukraine,472.13
2025,Germany,United Kingdom,35.0
2025,Germany,United States,37.5
2025,Greece,Ukraine,1.73
2025,India,Armenia,21.0
2025,India,Morocco,1.75
2025,India,Philippines,58.0
2025,Iran,Russia,80.0
2025,Iran,Tajikistan,0.2
2025,Ireland,Australia,17.5
2025,Ireland,Ukraine,6.5
2025,Israel,Australia,1.2
2025,Israel,Austria,15.0
2025,Israel,Azerbaijan,121.8
2025,Israel,Cyprus,5.1
2025,Israel,Denmark,43.41
2025,Israel,Ecuador,3.63
2025,Israel,Estonia,0.6
2025,Israel,Finland,31.0
2025,Israel,Germany,1300.0
2025,Israel,Greece,43.25
2025,Israel,Hungary,25.5
2025,Israel,India,578.5
2025,Israel,Kenya,93.75
2025,Israel,Liberia,0.24
2025,Israel,Lithuania,0.75
2025,Israel,Moldova,4.68
2025,Israel,Morocco,114.5
2025,Israel,Netherlands,6.0
2025,Israel,Philippines,49.65
2025,Israel,Poland,13.5
2025,Israel,Romania,0.6
2025,Israel,Serbia,10.0
2025,Israel,Singapore,23.5
2025,Israel,South Korea,8.0
2025,Israel,Sweden,12.0
2025,Israel,Thailand,7.02
2025,Israel,United Kingdom,30.0
2025,Israel,United States,80.0
2025,Italy,Albania,20.0
2025,Italy,Austria,12.0
2025,Italy,Azerbaijan,32.0
2025,Italy,Bangladesh,5.5
2025,Italy,Brazil,15.7
2025,Italy,Bulgaria,2.75
2025,Italy,Dominican Republic,8.56
2025,Italy,France,147.95
2025,Italy,Greece,36.75
2025,Italy,Guyana,1.3
2025,Italy,India,22.75
2025,Italy,Indonesia,920.0
2025,Italy,Israel,11.25
2025,Italy,Kuwait,230.0
2025,Italy,Netherlands,20.5
2025,Italy,Pakistan,16.75
2025,Italy,Philippines,10.5
2025,Italy,Poland,58.5
2025,Italy,Qatar,121.0
2025,Italy,Somalia,1.8
2025,Italy,Sweden,4.0
2025,Italy,Turkiye,31.5
2025,Italy,Ukraine,45.46
2025,Italy,United Arab Emirates,21.5
2025,Italy,United States,125.0
2025,Japan,Philippines,13.0
2025,Japan,United States,15.0
2025,Kyrgyzstan,Sudan,34.0
2025,Latvia,Ukraine,1.2
2025,Netherlands,Belgium,10.0
2025,Netherlands,France,4.5
2025,Netherlands,India,9.5
2025,Netherlands,Pakistan,22.0
2025,Netherlands,Romania,205.2
2025,Netherlands,South Africa,30.0
2025,Netherlands,Ukraine,273.32
2025,Netherlands,United States,46.2
2025,North Korea,Russia,44.1
2025,Norway,Argentina,30.0
2025,Norway,Australia,30.0
2025,Norway,Japan,24.0
2025,Norway,Netherlands,10.0
2025,Norway,Qatar,15.0
2025,Norway,Romania,68.4
2025,Norway,Ukraine,135.6
2025,Norway,United States,102.0
2025,Pakistan,Azerbaijan,119.0
2025,Pakistan,Sri Lanka,5.0
2025,Pakistan,Turkiye,3.36
2025,Poland,Belgium,2.0
2025,Poland,Estonia,16.56
2025,Poland,Lithuania,4.0
2025,Poland,Nepal,5.5
2025,Poland,South Korea,1.9
2025,Poland,Sweden,1.0
2025,Poland,Ukraine,28.299999999999997
2025,Portugal,Ukraine,0.5
2025,Qatar,Ukraine,1.8
2025,Romania,Netherlands,132.0
2025,Russia,Algeria,60.0
2025,Russia,Belarus,465.5
2025,Russia,China,25.0
2025,Russia,Ethiopia,63.0
2025,Russia,House of Representatives (Libya)*,56.25
2025,Russia,India,1211.75
2025,Russia,Mali,28.0
2025,Russia,Myanmar,24.0
2025,Russia,Pakistan,2.2
2025,Russia,Serbia,4.8
2025,Russia,Uganda,1.0
2025,Serbia,Azerbaijan,36.0
2025,Serbia,Cyprus,3.3
2025,Singapore,United Arab Emirates,78.7
2025,Slovakia,Ukraine,9.24
2025,South Africa,Cote d'Ivoire,4.2
2025,South Africa,DR Congo,43.75
2025,South Africa,Ecuador,0.64
2025,South Africa,Ghana,4.9
2025,South Africa,Singapore,21.0
2025,South Africa,Togo,4.2
2025,South Africa,United Arab Emirates,36.0
2025,South Korea,Australia,9.55
2025,South Korea,Chile,0.98
2025,South Korea,Egypt,26.84
2025,South Korea,Finland,1.8
2025,South Korea,Norway,20.48
2025,South Korea,Peru,86.64999999999999
2025,South Korea,Philippines,542.0
2025,South Korea,Poland,1074.6
2025,South Korea,Romania,14.2
2025,South Korea,Turkiye,3.0
2025,South Korea,United Arab Emirates,180.0
2025,South Korea,Viet Nam,60.0
2025,Spain,Angola,44.0
2025,Spain,India,175.0
2025,Spain,Indonesia,73.0
2025,Spain,Ireland,12.5
2025,Spain,Mozambique,12.5
2025,Spain,Philippines,1.36
2025,Spain,United Kingdom,23.1
2025,Sweden,Belgium,0.4
2025,Sweden,Brazil,63.0
2025,Sweden,Bulgaria,7.5
2025,Sweden,Canada,8.0
2025,Sweden,Denmark,0.1
2025,Sweden,Finland,8.3
2025,Sweden,Germany,19.0
2025,Sweden,Lithuania,0.8
2025,Sweden,Netherlands,50.0
2025,Sweden,Norway,1.8
2025,Sweden,Poland,1.65
2025,Sweden,Spain,4.51
2025,Sweden,Ukraine,56.5
2025,Sweden,United Kingdom,1.25
2025,Sweden,United States,12.5
2025,Switzerland,Germany,13.549999999999999
2025,Switzerland,Luxembourg,11.2
2025,Switzerland,Romania,1.29
2025,Switzerland,Spain,102.53
2025,Taiwan,Paraguay,4.19
2025,Turkiye,Albania,2.0
2025,Turkiye,Azerbaijan,11.7
2025,Turkiye,Bosnia-Herzegovina,1.4
2025,Turkiye,Croatia,14.4
2025,Turkiye,Estonia,32.85
2025,Turkiye,Gambia,1.02
2025,Turkiye,Hungary,19.6
2025,Turkiye,Indonesia,52.0
2025,Turkiye,Kazakhstan,2.25
2025,Turkiye,Kuwait,43.2
2025,Turkiye,Maldives,9.6
2025,Turkiye,Mali,4.8
2025,Turkiye,Morocco,9.0
2025,Turkiye,Niger,4.2
2025,Turkiye,North Macedonia,3.6
2025,Turkiye,Pakistan,210.0
2025,Turkiye,Philippines,20.0
2025,Turkiye,Romania,72.60000000000001
2025,Turkiye,Sudan,22.5
2025,Turkiye,Syria,2.24
2025,Ukraine,China,84.0
2025,Ukraine,India,36.0
2025,United Arab Emirates,Benin,0.72
2025,United Arab Emirates,Comoros,0.13
2025,United Arab Emirates,Guinea,6.3999999999999995
2025,United Arab Emirates,Maldives,1.5
2025,United Arab Emirates,Saudi Arabia,18.5
2025,United Arab Emirates,Tanzania,4.0
2025,United Arab Emirates,Togo,0.4
2025,United Arab Emirates,Uganda,0.9
2025,United Kingdom,Australia,19.5
2025,United Kingdom,Brazil,5.0
2025,United Kingdom,France,10.0
2025,United Kingdom,Germany,10.0
2025,United Kingdom,Hungary,10.0
2025,United Kingdom,Indonesia,10.0
2025,United Kingdom,Japan,92.0
2025,United Kingdom,NATO**,22.0
2025,United Kingdom,Qatar,191.5
2025,United Kingdom,Romania,18.0
2025,United Kingdom,Spain,20.0
2025,United Kingdom,Sweden,10.0
2025,United Kingdom,Taiwan,12.0
2025,United Kingdom,Ukraine,116.36
2025,United Kingdom,United Arab Emirates,22.0
2025,United Kingdom,United States,134.0
2025,United States,Albania,0.75
2025,United States,Argentina,9.5
2025,United States,Australia,632.55
2025,United States,Austria,2.16
2025,United States,Azerbaijan,6.0
2025,United States,Bahrain,29.6
2025,United States,Belgium,303.82
2025,United States,Benin,1.14
2025,United States,Brazil,21.75
2025,United States,Bulgaria,338.0
2025,United States,Canada,66.6
2025,United States,Colombia,20.619999999999997
2025,United States,Cote d'Ivoire,0.36
2025,United States,Croatia,12.67
2025,United States,Denmark,230.1
2025,United States,Dominican Republic,4.25
2025,United States,Ecuador,9.780000000000001
2025,United States,Egypt,27.5
2025,United States,El Salvador,2.96
2025,United States,Estonia,118.32000000000001
2025,United States,France,52.5
2025,United States,Germany,282.76
2025,United States,Ghana,0.42
2025,United States,Greece,45.5
2025,United States,Guyana,4.1
2025,United States,Hungary,42.8
2025,United States,India,313.49
2025,United States,Indonesia,14.0
2025,United States,Iraq,7.2
2025,United States,Israel,490.23
2025,United States,Italy,524.34
2025,United States,Japan,1567.25
2025,United States,Kenya,23.04
2025,United States,Kosovo,8.0
2025,United States,Kuwait,37.5
2025,United States,Lithuania,23.5
2025,United States,Mexico,8.8
2025,United States,Montenegro,0.72
2025,United States,Morocco,266.3
2025,United States,Netherlands,605.6
2025,United States,Nigeria,2.85
2025,United States,North Macedonia,5.22
2025,United States,Norway,365.0
2025,United States,Pakistan,7.0
2025,United States,Peru,0.5
2025,United States,Philippines,88.5
2025,United States,Poland,968.22
2025,United States,Portugal,10.8
2025,United States,Qatar,670.0
2025,United States,Romania,40.0
2025,United States,Saudi Arabia,2860.16
2025,United States,Serbia,0.3
2025,United States,Singapore,8.0
2025,United States,Slovakia,428.56
2025,United States,South Korea,210.5
2025,United States,Spain,54.370000000000005
2025,United States,Sri Lanka,6.0
2025,United States,Sweden,87.0
2025,United States,Taiwan,386.46000000000004
2025,United States,Thailand,23.5
2025,United States,Tunisia,7.36
2025,United States,Turkiye,68.25
2025,United States,Ukraine,582.12
2025,United States,United Arab Emirates,351.15999999999997
2025,United States,United Kingdom,519.28
2025,United States,Uruguay,1.0
2025,United States,Viet Nam,71.6
2025,unknown supplier(s),Cote d'Ivoire,10.2
2025,unknown supplier(s),Ecuador,0.28
2025,unknown supplier(s),Estonia,9.2
2025,unknown supplier(s),House of Representatives (Libya)*,13.76
2025,unknown supplier(s),Kazakhstan,0.24
2025,unknown supplier(s),RSF (Sudan)*,17.25
